id,total_pop,total_men,total_women,houses,households,orthodox,orthodox_perc,rcatholic,rcatholic_perc,protestant,protestant_perc,muslim,muslim_perc,other_rel,other_rel_perc,srb_cro_svn,srb_cro_svn_perc,othr_slavic,othr_slavic_perc,hungarian,hungarian_perc,german,german_perc,albanian,albanian_perc,other_lang,other_lang_perc,age1,age2,age3,age4,age5,age1_perc,age2_perc,age3_perc,age4_perc,age5_perc,illiteracy_perc,illiteracy11_19_perc,illiteracy20_39_perc,illiteracy40_59_perc,illiteracy_60_perc,illiteracy_m_perc,illiteracy_f_perc,illiteracy_m_11_19_perc,illiteracy_f_11_19_perc,illiteracy_m_20_39_perc,illiteracy_f_20_39_perc,illiteracy_m_40_59_perc,illiteracy_f_40_59_perc,illiteracy_m_60_perc,illiteracy_f_60_perc,employed_agriculture,employed_agriculture_perc,employed_agriculture_men,employed_agriculture_men_perc,employed_agriculture_women,employed_agriculture_women_perc,employed_industry,employed_industry_perc,employed_industry_men,employed_industry_men_perc,employed_industry_women,employed_industry_women_perc,employed_commerce,employed_commerce_perc,employed_commerce_men,employed_commerce_men_perc,employed_commerce_women,employed_commerce_women_perc,employed_public_service,employed_public_service_perc,employed_public_service_men,employed_public_service_men_perc,employed_public_service_women,employed_public_service_women_perc,employed_other,employed_other_perc,employed_other_men,employed_other_men_perc,employed_other_women,employed_other_women_perc,employed_total,employed_men,employed_women,"srez,C,80"
135,25640,34046,33259,11873,12282,24990,97.5,600,2.3,5,0,31,0.1,14,0.055,24512,95.6,62,0.24,20,0.08,11,0.04,0,0,1035,4.04,7424,3485,8807,4114,1810,29,13.6,34.3,16,7.1,70.5,58.07747489,66.70830022,79.50899368,92.32044199,49.7,92,36.4,80.5,44.5,92.3,58.8,96.9,84.6,99.6,10817,83.31664484,6692,77.07013705,4125,95.93023256,1760,13.55618886,1686,19.4172521,74,1.720930233,113,0.870368944,104,1.197742716,9,0.209302326,146,1.124547485,130,1.497178395,16,0.372093023,147,1.132249865,71,0.817689739,76,1.76744186,12983,8683,4300,DESPOTOVAC
136,45497,22152,23345,6524,6448,44313,97.4,50,0.1,0,0,1134,2.5,0,0,44304,97.38,18,0.04,17,0.04,0,0,0,0,1158,2.55,16164,7131,13346,6148,2708,35.5,15.7,29.3,13.5,6,77.2,67.84462207,76.39742245,83.08392973,92.42983752,55.8,96.5,42.1,93.5,53.9,96.6,63.3,98.5,85.7,99.1,20379,97.31162258,12203,96.26094502,8176,98.92316999,359,1.714258428,295,2.327048986,64,0.774349667,67,0.319931239,63,0.496963004,4,0.048396854,114,0.544360615,104,0.820383371,10,0.120992136,23,0.109827142,12,0.09465962,11,0.133091349,20942,12677,8265,DOBRIĆ
137,16093,7722,8371,3446,3469,15979,99.3,95,0.6,4,0,14,0.1,1,0.006,15307,95.12,14,0.09,24,0.15,12,0.07,3,0.019,733,4.55,3950,1773,5290,3343,1737,24.5,11,32.9,20.8,10.8,62.9,42.30118443,57.33459357,71.462758,84.16810593,37.3,85.7,24.6,61.6,31.5,83.3,40.5,93.3,66.9,97.9,8030,92.39443102,4876,88.97810219,3154,98.22485207,452,5.200782419,413,7.53649635,39,1.214574899,100,1.150615579,97,1.770072993,3,0.093428838,100,1.150615579,87,1.587591241,13,0.4048583,9,0.103555402,7,0.127737226,2,0.062285892,8691,5480,3211,GOLUBAC
138,23306,11057,12249,4724,4751,23285,99.9,18,0.1,0,0,2,0,1,0.004,21792,93.5,28,0.12,2,0.01,0,0,0,0,1484,6.37,6232,2929,7627,4123,2395,26.7,12.6,32.7,17.7,10.3,71,60.60088767,67.28726891,76.88576279,85.09394572,50.7,88.2,41.1,80,47.1,85.8,53.6,92.2,71.1,97.3,11495,95.41794638,6984,93.8331318,4511,97.98001738,289,2.398937495,249,3.345425232,40,0.868809731,76,0.630862455,62,0.832997447,14,0.304083406,128,1.062505188,114,1.531640468,14,0.304083406,59,0.489748485,34,0.456805052,25,0.543006082,12047,7443,4604,HOMOLJE
139,20774,19514,17774,5943,6097,20669,99.5,63,0.3,0,0,34,0.2,8,0.039,18256,87.88,46,0.22,15,0.07,8,0.04,0,0,2449,11.79,6634,2456,6465,3540,1679,31.9,11.8,31.1,17,8.1,62.3,51.38436482,59.81438515,65.02824859,82.25134008,42.1,79.1,34.7,66.5,40.4,76.8,40.2,83.4,65,95.6,8688,89.36432833,5258,86.75136116,3430,93.69024857,508,5.225262292,396,6.533575318,112,3.059273423,192,1.974902283,180,2.969806963,12,0.327779295,204,2.098333676,181,2.98630589,23,0.628243649,130,1.337173421,46,0.758950668,84,2.294455067,9722,6061,3661,KLJUČ
140,19114,9351,9763,2792,2714,19105,100,6,0,0,0,3,0,0,0,19083,99.84,8,0.04,0,0,0,0,0,0,23,0.12,6528,3151,5562,2771,1102,34.2,16.5,29.1,14.5,5.8,70.8,65.12218343,66.50485437,77.80584626,91.19782214,45.3,94.5,40.2,89.5,38.3,94.4,52.7,97.9,81.5,99.3,8715,95.1419214,5236,92.82042191,3479,98.86331344,205,2.237991266,187,3.315015068,18,0.511508951,85,0.927947598,84,1.489097678,1,0.028417164,111,1.211790393,99,1.755007977,12,0.341005968,44,0.480349345,35,0.620457366,9,0.255754476,9160,5641,3519,KOPAONIK
141,24976,12033,12943,3911,3996,24853,99.5,16,0.1,2,0,103,0.4,2,0.008,24750,99.1,24,0.1,4,0.02,3,0.01,78,0.312,117,0.47,8844,4235,7137,3165,1595,35.4,17,28.6,12.7,6.4,67.7,60.44864227,63.31792069,75.63981043,90.65830721,40.1,91.7,34.8,87.9,33.1,90.1,44.1,95.8,80.7,99.2,10497,92.72149103,6173,89.88060571,4324,97.10307658,404,3.568589347,344,5.008736168,60,1.347406243,131,1.157141595,129,1.878276063,2,0.044913541,174,1.536966699,159,2.31508445,15,0.336851561,115,1.015811324,63,0.917297612,52,1.167752077,11321,6868,4453,KOSANICA
142,20351,9454,10897,4379,4357,20323,99.9,23,0.1,0,0,0,0,5,0.025,13152,64.63,18,0.09,4,0.02,4,0.02,0,0,7173,35.25,4671,2238,6336,4354,2752,23,11,31.1,21.4,13.5,58,35.79088472,46.84343434,68.76435462,84.62936047,34.6,77.6,14.7,54,21.2,68.9,41.2,88.7,70,98.9,10578,95.59009579,6396,93.82426287,4182,98.42315839,274,2.476052774,234,3.432594983,40,0.941397976,71,0.641604916,69,1.012175444,2,0.047069899,121,1.093439364,104,1.52559777,17,0.40009414,22,0.198807157,14,0.205368931,8,0.188279595,11066,6817,4249,KRAJINA
143,34797,17609,17188,5121,4829,7604,21.9,19,0.1,0,0,27174,78.1,0,0,7617,21.89,1,0,3,0.01,1,0,26926,77.38,249,0.72,12323,6823,8961,4519,2171,35.4,19.6,25.8,13,6.2,90.6,90.35614832,87.89197634,93.0073025,97.69691386,83.2,97.7,84.7,96.8,77.6,97,85.8,99.3,95.1,99.9,13351,96.20262286,9157,95.12777893,4194,98.63593603,214,1.542008935,195,2.025763557,19,0.446848542,58,0.417927655,57,0.592146271,1,0.023518344,166,1.196137772,152,1.579056721,14,0.32925682,89,0.641302781,65,0.675254519,24,0.564440263,13878,9626,4252,LAB
144,29042,13820,15222,5558,5172,29032,100,8,0,1,0,1,0,0,0,28959,99.71,3,0.01,2,0.01,2,0.01,0,0,76,0.26,8795,3970,9028,5103,2146,30.3,13.7,31.1,17.6,7.4,63.8,49.01763224,59.53699601,73.29022144,86.25349487,32.7,90.9,18.4,76.4,26,91.6,42,96.7,70.4,99,13702,96.22191011,8316,94.66135458,5386,98.73510541,298,2.092696629,281,3.198634035,17,0.311640697,94,0.66011236,90,1.024473534,4,0.073327223,102,0.716292135,80,0.910643142,22,0.403299725,44,0.308988764,18,0.204894707,26,0.476626948,14240,8785,5455,LEVAČ
145,33428,16551,16877,4641,4701,33171,99.2,205,0.6,2,0,50,0.1,0,0,33301,99.62,34,0.1,5,0.01,7,0.02,6,0.018,75,0.22,12184,4750,9813,4639,2042,36.4,14.2,29.4,13.9,6.1,67.3,56.56842105,64.2820748,75.01616728,88.9324192,39.8,93.2,28.9,83.5,33.4,93.9,46,98.6,79.5,99.9,13827,91.53316563,8266,87.12057336,5561,98.98540406,880,5.825499801,852,8.979763912,28,0.498398006,72,0.476631802,70,0.73777403,2,0.035599858,264,1.74764994,246,2.592748735,18,0.320398718,63,0.417052827,54,0.569139966,9,0.160199359,15106,9488,5618,LUŽNICA
146,52549,24754,27795,11285,11339,52459,99.8,80,0.2,5,0,4,0,1,0.002,48240,91.8,47,0.09,8,0.02,11,0.02,0,0,4243,8.07,13343,5822,17553,10250,5581,25.4,11.1,33.4,19.5,10.6,66.5,44.07420131,61.4310944,76.28292683,87.58287045,41.1,87.9,20.9,65.1,33.7,87.2,50.3,95.3,73.6,98.6,25560,93.59551796,15722,91.38572425,9838,97.35774369,949,3.475044857,852,4.952336666,97,0.959920831,334,1.223040023,320,1.860032551,14,0.138545275,328,1.201069245,265,1.540339456,63,0.623453736,138,0.505327914,45,0.261567077,93,0.920336467,27309,17204,10105,MLAVA
147,30571,14820,15751,5745,5676,30457,99.6,12,0,0,0,102,0.3,0,0,30372,99.35,9,0.03,1,0,4,0.01,12,0.039,173,0.57,9094,4291,9330,5430,2426,29.7,14,30.5,17.8,7.9,64.7,39.05849452,62.05787781,77.18232044,92.58037923,39.9,87.4,16,61.2,32.8,89.8,52.3,97.8,85,99.5,13895,93.81540747,8660,91.5820643,5235,97.75910364,556,3.753966646,492,5.203045685,64,1.195144725,162,1.093781649,158,1.670896785,4,0.074696545,136,0.918236446,115,1.216159052,21,0.392156863,62,0.418607792,31,0.327834179,31,0.578898226,14811,9456,5355,MORAVA
148,41261,19967,21294,8862,8873,40959,99.3,168,0.4,6,0,86,0.2,42,0.102,35512,86.07,106,0.26,29,0.07,39,0.09,44,0.107,5531,13.4,9425,4957,13806,8743,4330,22.8,12,33.5,21.2,10.5,49.5,27.19386726,42.26423294,57.79480727,81.22401848,26.9,69.9,11.3,43.8,20.4,63.6,29.5,79.8,65.2,94.5,18849,84.63472677,11577,80.82239598,7272,91.50622877,1239,5.563288582,1057,7.379223681,182,2.290172392,376,1.688294194,352,2.45741413,24,0.302000755,809,3.632526604,726,5.068416643,83,1.044419278,998,4.481163845,612,4.272549567,386,4.85717881,22271,14324,7947,NEGOTIN
149,108982,56834,52148,16972,18677,102970,94.5,2486,2.3,50,0,3043,2.8,433,0.397,104260,95.67,900,0.83,254,0.23,343,0.31,178,0.163,3047,2.8,32169,16065,35994,17543,7211,29.5,14.7,33,16.1,6.6,53.3,41.94211018,49.28877035,60.40015961,81.13992511,33.9,74.7,20.3,65.1,29.4,73,40.9,79.5,71.3,91.9,32868,61.88082463,20414,54.85864775,12454,78.31226813,8450,15.90887697,6975,18.74395356,1475,9.274979564,2761,5.198154947,2553,6.8606901,208,1.307929322,5257,9.89739245,4797,12.8910029,460,2.892535999,3779,7.114751012,2473,6.645705686,1306,8.21228699,53115,37212,15903,NIŠ
150,72759,35711,37048,11710,11803,71459,98.2,295,0.4,3,0,887,1.2,115,0.158,71678,98.51,83,0.11,5,0.01,18,0.02,124,0.17,851,1.17,23833,10851,20798,11249,6028,32.8,14.9,28.6,15.5,8.3,61.9,44.20790711,59.98653717,70.166237,84.70471135,37.9,84.3,22.8,64.9,32,85.9,42.9,92.5,73.3,98,28374,83.78314534,17441,80.59984288,10933,89.41686432,2898,8.557255064,2078,9.603031563,820,6.706469289,592,1.748065907,555,2.564813531,37,0.30260898,1252,3.696923168,1117,5.161976062,135,1.104113846,750,2.214610524,448,2.070335967,302,2.469943568,33866,21639,12227,NIŠAVA
151,34931,17433,17498,6373,6720,33975,97.3,857,2.5,40,0.1,38,0.1,21,0.06,34245,98.04,214,0.61,72,0.21,178,0.51,19,0.054,203,0.58,10072,4959,11498,5803,2599,28.8,14.2,32.9,16.6,7.4,59.3,44.48477516,56.33153592,68.24056522,80.26163909,37,81.2,22.6,66.5,32.7,80.8,45.3,88.5,67.1,92.9,13417,79.54585878,8561,74.8797341,4856,89.36326831,2123,12.58670777,1816,15.88384501,307,5.649613544,502,2.976225766,470,4.110907024,32,0.588884799,484,2.869508508,418,3.656083268,66,1.214574899,341,2.021699176,168,1.469430596,173,3.183658447,16867,11433,5434,PARAĆIN
152,15549,7545,8004,3287,3379,15496,99.7,30,0.2,1,0,18,0.1,4,0.026,15084,97.01,96,0.62,12,0.08,7,0.05,0,0,350,2.25,4360,1912,5049,2820,1408,28,12.3,32.5,18.1,9.1,68.5,61.03556485,64.70588235,71.27659574,86.29261364,51.5,83.9,46.6,74.4,47.7,81.6,51.1,87.1,73.8,97.1,6767,87.39506651,4243,83.42508848,2524,94.99435454,602,7.774764303,549,10.7943374,53,1.9947309,100,1.291489087,97,1.907196225,3,0.112909296,109,1.407723105,96,1.887534408,13,0.489273617,165,2.130956993,101,1.985843492,64,2.408731652,7743,5086,2657,POREČ
153,60563,29117,31446,10069,9942,59919,98.9,94,0.2,0,0,549,0.9,1,0.002,59928,98.95,48,0.08,12,0.02,5,0.01,19,0.031,551,0.91,20934,10184,17370,8237,3838,34.6,16.8,28.7,13.6,6.3,61.7,48.61547526,58.55497985,72.70851038,87.05054716,33.6,86.3,21.7,75.5,27.5,86.2,44.1,93.1,74.9,97.8,24255,89.66065356,14442,85.9080364,9813,95.82072063,1313,4.85361526,1195,7.108440902,118,1.152231227,449,1.659766376,431,2.563797514,18,0.175764086,467,1.726304894,400,2.379394444,67,0.654232985,568,2.099659914,343,2.040330736,225,2.197051069,27052,16811,10241,PROKUPLJE
154,81825,40501,41324,14808,14999,80731,98.7,567,0.7,24,0,477,0.6,26,0.032,80522,98.41,206,0.25,62,0.08,111,0.14,24,0.029,900,1.1,26147,12063,25652,12969,4994,32,14.7,31.3,15.8,6.1,57.1,42.73397994,53.95290816,67.03678001,82.39887865,29.4,83.7,17.7,69.9,24.1,84.2,38.9,89.9,67.5,94.5,30969,82.487215,19675,78.40519646,11294,90.71485944,3160,8.416790965,2705,10.7794692,455,3.654618474,921,2.453121671,866,3.451024149,55,0.441767068,1187,3.161623695,1019,4.060731649,168,1.34939759,1307,3.481248668,829,3.303578545,478,3.83935743,37544,25094,12450,RASINA
155,23743,12211,11532,4182,4578,22776,95.9,846,3.6,8,0,57,0.2,56,0.236,21794,91.79,359,1.51,59,0.25,83,0.35,18,0.076,1430,6.02,6637,3664,7776,3862,1804,28,15.4,32.8,16.3,7.6,55.4,39.11026201,51.54320988,65.40652512,83.2594235,35.4,76.6,21.8,62.5,31.2,74.3,44.5,83.7,72.4,92.1,7901,67.73834019,4958,60.53724054,2943,84.71502591,1583,13.57167353,1395,17.03296703,188,5.411629246,611,5.238340192,577,7.045177045,34,0.978698906,553,4.741083676,480,5.860805861,73,2.101324122,1016,8.710562414,780,9.523809524,236,6.793321819,11664,8190,3474,RAVANICA
156,25780,12555,13225,4689,4710,25727,99.8,20,0.1,1,0,31,0.1,1,0.004,25504,98.93,13,0.05,1,0,6,0.02,0,0,256,0.99,7738,3723,7865,4438,2016,30,14.4,30.5,17.2,7.8,61.4,41.12275047,59.61856325,69.96394772,86.9047619,33.7,86.9,15.2,66.8,28.7,88.3,39.2,95.3,75.9,97.7,11486,92.14600882,7148,89.28303772,4338,97.28638708,528,4.235860409,477,5.958031476,51,1.143754205,233,1.869233855,222,2.77292031,11,0.246692083,156,1.251504212,131,1.636272795,25,0.560663826,62,0.4973927,28,0.349737697,34,0.762502803,12465,8006,4459,RAŽANJ
157,36455,17414,19041,7704,7705,36390,99.8,58,0.2,1,0,0,0,6,0.016,34142,93.66,57,0.16,6,0.02,10,0.03,0,0,2240,6.14,9904,4660,11580,6834,3477,27.2,12.8,31.8,18.7,9.5,58.4,36.35193133,53.93782383,68.04214223,84.12424504,31.1,82.5,14.2,59.1,24.2,81.7,38.9,90.9,68.3,95.8,16449,89.4842781,10218,87.2289568,6231,93.44631074,1003,5.456424763,875,7.469694383,128,1.919616077,272,1.47970841,251,2.142735189,21,0.314937013,316,1.719073006,263,2.245176712,53,0.794841032,342,1.860515722,107,0.913436913,235,3.524295141,18382,11714,6668,RESAVA
158,28870,13944,14926,4334,4376,28824,99.8,28,0.1,0,0,18,0.1,0,0,28726,99.5,11,0.04,4,0.01,2,0.01,0,0,127,0.44,9234,4125,8187,4822,2502,32,14.3,28.4,16.7,8.7,74.9,60.19393939,74.76487114,81.31480713,87.17026379,52.1,95.4,32.7,86.1,48.1,96.7,59.8,98.9,77.8,99.6,13547,95.64388591,8084,93.87992103,5463,98.37925446,321,2.266308952,291,3.379398444,30,0.540248514,119,0.840158147,116,1.347114156,3,0.054024851,118,0.833097995,99,1.149692254,19,0.342157392,59,0.416548997,21,0.243874115,38,0.684314785,14164,8611,5553,SVRLJIG
159,27695,13280,14415,5645,5274,27645,99.8,12,0,1,0,35,0.1,2,0.007,27192,98.18,17,0.06,1,0,1,0,0,0,484,1.75,8780,3721,8562,4652,1980,31.7,13.4,30.9,16.8,7.1,57.8,42.35420586,55.2090633,65.64918315,79.29292929,25,86.8,14,67,20.5,87.7,28.2,95.7,57.6,98.9,12084,93.58736059,7590,91.97770238,4494,96.43776824,550,4.25960347,441,5.344158992,109,2.339055794,114,0.882899628,112,1.357246728,2,0.042918455,110,0.851920694,89,1.078526418,21,0.450643777,54,0.418215613,20,0.242365487,34,0.729613734,12912,8252,4660,TEMNIĆ
160,16666,7702,8964,3842,3802,16656,99.9,8,0,0,0,2,0,0,0,16558,99.35,9,0.05,5,0.03,0,0,0,0,94,0.56,3443,1764,5211,3815,2433,20.7,10.6,31.3,22.9,14.6,64.6,24.48979592,56.78372673,77.56225426,89.97122894,38.1,86.6,8.6,39,20.3,87.8,49.4,97.5,79.9,99.5,8593,94.37671609,5230,91.8510713,3363,98.59278804,257,2.822624931,237,4.16227608,20,0.586338317,75,0.823723229,74,1.299613628,1,0.029316916,142,1.559582647,129,2.265542677,13,0.381119906,38,0.417353103,24,0.421496312,14,0.410436822,9105,5694,3411,TIMOK
161,46226,22468,23758,8719,8258,46079,99.7,117,0.3,6,0,19,0,5,0.011,45771,99.02,103,0.22,17,0.04,30,0.06,2,0.004,303,0.66,15298,6450,14185,7354,2939,33.1,14,30.7,15.9,6.4,57.4,43.45736434,53.84561156,67.06554256,81.38822729,28.7,83.9,19.1,67,23.2,83.9,36.1,92.4,62.7,96.4,18839,89.98805828,11969,87.38409871,6870,94.91572258,1016,4.85311679,913,6.665693217,103,1.42304504,428,2.044423215,403,2.942250128,25,0.345399282,317,1.514210652,242,1.76681025,75,1.036197845,335,1.600191068,170,1.241147697,165,2.279635258,20935,13697,7238,TRSTENIK
162,32248,16744,15504,4719,4676,8698,27,174,0.5,15,0,23353,72.4,8,0.025,8870,27.51,33,0.1,6,0.02,19,0.06,20565,63.771,2755,8.54,10763,6175,8943,4320,2047,33.4,19.1,27.7,13.4,6.3,84.6,80.84210526,81.61690708,90.625,96.33610161,74.9,94.6,72.5,90.9,69.4,94,82.9,97.8,92.5,99.6,11548,87.24690239,8191,84.28689031,3357,95.4235361,787,5.945905107,766,7.882280305,21,0.596930074,162,1.223934723,161,1.65671949,1,0.028425242,323,2.440314294,305,3.138505865,18,0.511654349,416,3.142943487,295,3.035604034,121,3.439454235,13236,9718,3518,VUČITRN
163,41017,20334,20683,7818,7939,40413,98.5,410,1,9,0,179,0.4,6,0.015,40516,98.78,91,0.22,15,0.04,70,0.17,121,0.295,204,0.5,10242,5136,13003,8113,4523,25,12.5,31.7,19.8,11,61.4,35.84501558,55.93324617,73.20350055,84.98783993,37.5,84.4,18.2,55.3,26.2,85.1,48,93.3,74.3,96.7,18280,84.93634421,11325,79.66936335,6955,95.18270152,1583,7.355264381,1492,10.49595498,91,1.245381141,400,1.858563331,386,2.715441435,14,0.191597099,824,3.828640461,772,5.43088287,52,0.711646366,435,2.021187622,240,1.688357369,195,2.668673874,21522,14215,7307,ZAGLAVAK
164,57850,29649,28201,11890,12631,56202,97.2,1265,2.2,40,0.1,269,0.5,74,0.128,43233,74.73,579,1,127,0.22,160,0.28,79,0.137,13672,23.63,11631,6773,19939,12425,7082,20.1,11.7,34.5,21.5,12.2,45.9,22.63398789,34.57545514,56.65191147,81.16351313,28.7,63.9,13.2,33.5,20.4,51.5,31.9,77.9,66.3,95,23855,73.24224747,14744,65.47941555,9111,90.62966279,4895,15.02916795,4608,20.4645379,287,2.854869193,933,2.864599325,889,3.948128081,44,0.437680294,1904,5.845870433,1751,7.77634676,153,1.521933751,983,3.01811483,525,2.331571701,458,4.555853974,32570,22517,10053,ZAJEČAR
165,53402,26861,26541,10115,9953,52478,98.3,748,1.4,13,0,118,0.2,45,0.084,52498,98.31,353,0.66,72,0.13,77,0.14,30,0.056,372,0.7,16950,7507,17334,8446,3165,31.7,14.1,32.5,15.8,5.9,55.1,41.33475423,50.01730703,67.499408,82.49605055,29.8,80.4,18.9,65.4,24.8,78.2,40.1,90.6,66,94.9,20926,82.76707669,13323,78.09495897,7603,92.46017269,2084,8.242692718,1881,11.02579132,203,2.468685395,763,3.017838073,708,4.150058617,55,0.668855649,889,3.516196654,780,4.572098476,109,1.325550286,621,2.456195863,368,2.157092614,253,3.076735984,25283,17060,8223,ŽIČA
166,22998,11384,11614,3589,3539,22975,99.9,19,0.1,0,0,2,0,2,0.009,22978,99.91,9,0.04,1,0,6,0.03,0,0,4,0.02,7897,3453,6794,3507,1347,34.3,15,29.5,15.2,5.9,63.1,50.15928178,60.84780689,71.77074423,85.077951,36,88.9,22.8,76.1,32,89.8,44.6,95.9,70.1,98.3,9912,93.61541368,6164,90.95469972,3748,98.34689058,310,2.927842841,296,4.367714328,14,0.367357649,172,1.624480544,168,2.478972997,4,0.104959328,139,1.312806951,110,1.623137081,29,0.76095513,55,0.519455988,39,0.575475874,16,0.419837313,10588,6777,3811,ŽUPA
167,23433,11184,12249,4808,4832,23386,99.8,40,0.2,1,0,3,0,3,0.013,22917,97.8,23,0.1,2,0.01,8,0.03,1,0.004,482,2.06,6261,2822,7599,4305,2446,26.7,12,32.4,18.4,10.4,76.4,59.81573352,74.11501513,81.62601626,93.1316435,58.8,91.6,39.8,79.3,55.8,91,62.6,95.5,86.1,99,11265,91.99673336,6893,90.56628564,4372,94.34613725,776,6.337280523,546,7.173827355,230,4.963314631,82,0.669661086,78,1.024832479,4,0.086318515,101,0.82482646,83,1.090526869,18,0.388433319,21,0.171498571,11,0.144527657,10,0.215796288,12245,7611,4634,ZVIŽD
168,59790,29967,29823,9861,9056,31954,53.4,27828,46.5,0,0,0,0,8,0.013,59741,99.92,21,0.04,1,0,1,0,3,0.005,23,0.04,20182,9496,16976,9165,3971,33.8,15.9,28.4,15.3,6.6,68.2,60.98357203,64.16705938,74.56628478,87.53462604,52.6,83.4,48.2,74.1,45.1,81.3,57.8,91.6,79.6,96.3,26606,94.20387353,16861,93.63060862,9745,95.21250611,647,2.290833127,416,2.310084407,231,2.256961407,338,1.196756718,259,1.438249667,79,0.77186126,439,1.554367454,358,1.988005331,81,0.791402052,213,0.754169175,114,0.633051977,99,0.967269174,28243,18008,10235,BENKOVAC
169,30063,14478,15585,4881,4743,736,2.4,29307,97.5,2,0,11,0,7,0.023,30025,99.87,14,0.05,1,0,4,0.01,9,0.03,10,0.03,9864,4789,8733,4511,2166,32.8,15.9,29,15,7.2,46.3,35.83211526,38.16557884,58.19108845,77.1468144,34.5,56.5,30.6,41,28.2,46.5,37.4,74.7,61.5,92.1,13502,93.47826087,7818,90.95986038,5684,97.17900496,235,1.626973138,189,2.19895288,46,0.786459224,238,1.647743007,203,2.361838278,35,0.598392888,364,2.520077541,318,3.69982548,46,0.786459224,105,0.726945444,67,0.779522978,38,0.649683707,14444,8595,5849,BIOGRAD
170,17331,7929,9402,3758,3988,30,0.2,17294,99.8,2,0,0,0,5,0.029,17265,99.62,10,0.06,1,0.01,7,0.04,0,0,48,0.28,4301,2380,4635,3093,2922,24.8,13.7,26.7,17.8,16.9,26.5,3.487394958,6.601941748,32.84836728,70.22587269,22.8,29.5,4.3,2.7,6.5,6.7,25,38.2,62.3,76.6,7069,77.8695748,3880,73.87661843,3189,83.35075797,1036,11.41220533,806,15.34653465,230,6.011500261,340,3.745318352,252,4.798172125,88,2.300052274,283,3.117426746,199,3.789032749,84,2.195504443,350,3.855474774,115,2.189642041,235,6.14218505,9078,5252,3826,BRAČ
171,42947,21850,21097,6600,7047,12567,29.3,18558,43.2,2,0,11769,27.4,51,0.119,42879,99.84,37,0.09,5,0.01,17,0.04,0,0,9,0.02,15338,6730,12098,6350,2431,35.7,15.7,28.2,14.8,5.7,80.9,75.3640416,78.87254092,85.4015748,94.40559441,71.1,91,65.4,85.5,66.2,91,76.9,94.6,91.8,97.9,17291,91.64193343,11814,90.08693,5477,95.18595759,917,4.86008056,793,6.046972701,124,2.155022593,240,1.271994912,210,1.601342077,30,0.521376434,264,1.399194403,211,1.608967516,53,0.921098366,156,0.826796693,86,0.655787708,70,1.216545012,18868,13114,5754,BUGOJNO
172,26150,13104,13046,4053,4130,1222,4.7,23109,88.4,0,0,1819,7,0,0,26145,99.98,5,0.02,0,0,0,0,0,0,0,0,8719,4435,7127,3967,1902,33.3,17,27.3,15.2,7.3,85,80.56369786,82.71362425,88.90849508,96.21451104,75.2,94.8,69.4,91.5,69,94.6,80.9,97.5,94.3,91.3,11762,96.25204583,7561,95.21470848,4201,98.17714419,173,1.415711948,155,1.951895227,18,0.420659032,61,0.499181669,57,0.717793729,4,0.093479785,108,0.883797054,94,1.183730009,14,0.327179247,116,0.949263502,74,0.93187256,42,0.981537742,12220,7941,4279,DUVNO
173,23174,10435,12739,4874,5133,295,1.3,22834,98.5,14,0.1,0,0,31,0.134,22929,98.94,27,0.12,7,0.03,56,0.24,0,0,155,0.67,5159,3330,6806,4686,3193,22.3,14.4,29.4,20.2,13.8,26.3,3.933933934,11.56332648,37.15322236,65.17381773,16.7,33.7,3.5,4.3,7.5,14.6,19.7,49.7,47.5,78.3,9690,79.96369038,5528,77.73871467,4162,83.12362692,1025,8.4584915,717,10.08297005,308,6.151388057,498,4.109589041,403,5.667276051,95,1.897343719,512,4.225119657,341,4.795387428,171,3.415218694,393,3.243109424,122,1.715651807,271,5.412422608,12118,7111,5007,HVAR
174,42804,20080,22724,8188,7790,1440,3.4,41327,96.5,1,0,25,0.1,11,0.026,42777,99.94,14,0.03,0,0,0,0,2,0.005,11,0.03,13046,6949,11573,6915,4321,30.5,16.2,27,16.2,10.1,65.8,49.05741833,62.08416141,75.57483731,86.73918075,48.3,80.1,34.8,61.8,38,78.7,55.7,91.8,78.7,95.8,19385,95.24394438,11659,94.58867435,7726,96.25015572,367,1.803173979,268,2.17426578,99,1.233337486,205,1.007222522,160,1.298069122,45,0.560607948,262,1.287279517,184,1.492779491,78,0.971720444,134,0.6583796,55,0.446211261,79,0.984178398,20353,12326,8027,IMOTSKI
175,60465,30916,29549,10868,10529,32020,53,28340,46.9,2,0,24,0,79,0.131,60380,99.86,41,0.07,14,0.02,12,0.02,2,0.003,16,0.03,20469,9462,16384,9355,4795,33.9,15.6,27.1,15.5,7.9,69.3,58.22236314,64.31274414,77.70176376,92.11678832,55.6,83.3,44.2,71.8,46.5,81.6,64.1,92.2,88.5,96.5,25242,90.20476718,16793,88.48200643,8449,93.83607286,1372,4.902976807,1136,5.985562991,236,2.621057308,512,1.829682307,439,2.313082881,73,0.810750777,560,2.001215023,458,2.41319353,102,1.132829853,297,1.061358682,153,0.80615417,144,1.599289205,27983,18979,9004,KNIN
