id,total_pop,total_men,total_women,houses,households,orthodox,orthodox_perc,rcatholic,rcatholic_perc,protestant,protestant_perc,muslim,muslim_perc,other_rel,other_rel_perc,srb_cro_svn,srb_cro_svn_perc,othr_slavic,othr_slavic_perc,hungarian,hungarian_perc,german,german_perc,albanian,albanian_perc,other_lang,other_lang_perc,age1,age2,age3,age4,age5,age1_perc,age2_perc,age3_perc,age4_perc,age5_perc,illiteracy_perc,illiteracy11_19_perc,illiteracy20_39_perc,illiteracy40_59_perc,illiteracy_60_perc,illiteracy_m_perc,illiteracy_f_perc,illiteracy_m_11_19_perc,illiteracy_f_11_19_perc,illiteracy_m_20_39_perc,illiteracy_f_20_39_perc,illiteracy_m_40_59_perc,illiteracy_f_40_59_perc,illiteracy_m_60_perc,illiteracy_f_60_perc,employed_agriculture,employed_agriculture_perc,employed_agriculture_men,employed_agriculture_men_perc,employed_agriculture_women,employed_agriculture_women_perc,employed_industry,employed_industry_perc,employed_industry_men,employed_industry_men_perc,employed_industry_women,employed_industry_women_perc,employed_commerce,employed_commerce_perc,employed_commerce_men,employed_commerce_men_perc,employed_commerce_women,employed_commerce_women_perc,employed_public_service,employed_public_service_perc,employed_public_service_men,employed_public_service_men_perc,employed_public_service_women,employed_public_service_women_perc,employed_other,employed_other_perc,employed_other_men,employed_other_men_perc,employed_other_women,employed_other_women_perc,employed_total,employed_men,employed_women,"srez,C,80"
291,58322,28228,30094,8791,8774,54232,93,14,0,1,0,4072,7,3,0.005,54291,93.09,11,0.02,0,0,2,0,3195,5.478,823,1.41,21395,8776,17060,7628,3463,36.7,15,29.3,13.1,5.9,74.5,67.24020055,71.35990621,81.75144206,92.63644239,51.1,95.2,44.3,90.6,44.9,95,58.5,98.5,85.4,99.4,24974,95.98370422,15002,94.23958791,9972,98.73267327,522,2.006226219,468,2.939883158,54,0.534653465,135,0.518851608,129,0.810352409,6,0.059405941,296,1.137630193,270,1.696086438,26,0.257425743,92,0.353587763,50,0.314090081,42,0.415841584,26019,15919,10100,JABLANICA
292,12466,6470,5996,1803,1865,699,5.6,35,0.3,0,0,11731,94.1,1,0.008,732,5.87,3,0.02,0,0,2,0.02,11624,93.246,105,0.84,4298,2274,3067,1793,1034,34.5,18.2,24.6,14.4,8.3,94.5,95.11873351,91.88131725,95.92861127,98.54932302,90.5,98.6,92.6,98.5,85.4,97.8,92,99.7,97.2,99.8,4098,89.47598253,3223,87.43895822,875,97.87472036,116,2.532751092,110,2.984264786,6,0.67114094,85,1.855895197,84,2.278893109,1,0.111856823,103,2.248908297,97,2.631578947,6,0.67114094,178,3.886462882,172,4.666304938,6,0.67114094,4580,3686,894,KAČANIK
293,23919,12614,11305,4425,4582,22138,92.6,88,0.4,34,0.1,1648,6.9,11,0.046,22992,96.12,37,0.15,62,0.26,3,0.01,92,0.385,733,3.06,7371,4203,6614,3614,2117,30.8,17.6,27.7,15.1,8.9,61.9,40.3283369,59.01118839,75.37354732,91.11950874,48.2,78,32.9,49.4,40.5,80.5,57.9,93.3,85.4,98.9,9129,83.48422497,6481,79.29768751,2648,95.87255612,694,6.346593507,659,8.063134712,35,1.267197683,353,3.228166438,345,4.2212162,8,0.289645185,561,5.130315501,528,6.460296097,33,1.194786387,198,1.810699588,160,1.957665484,38,1.375814627,10935,8173,2762,KAVADAR
294,32101,15116,16985,5583,6181,16096,50.1,142,0.4,7,0,15853,49.4,3,0.009,21350,66.51,20,0.06,16,0.05,13,0.04,10064,31.351,638,1.99,10394,5557,7493,4929,3728,32.4,17.3,23.3,15.4,11.6,72,60.17635415,67.78326438,80.19882329,87.31223176,57.6,83.8,54.4,66.2,51.4,80.3,57.1,94.4,74.4,99.2,10382,86.17913173,7206,82.36369871,3176,96.30078836,619,5.138208683,595,6.800777232,24,0.727713766,263,2.183116128,257,2.937478569,6,0.181928441,478,3.967792811,454,5.189164476,24,0.727713766,305,2.531750643,237,2.708881015,68,2.06185567,12047,8749,3298,KIČEVO
295,31784,16241,15543,5547,5838,25822,81.2,106,0.3,7,0,5835,18.4,14,0.044,25058,78.84,43,0.14,11,0.03,8,0.03,34,0.107,6630,20.86,9918,5747,9028,4703,2388,31.2,18.1,28.4,14.8,7.5,76.5,66.59126501,73.5711121,85.28598767,94.17922948,67.2,86.1,61.9,71.6,61.1,86.6,74.1,96,89.7,98.9,11529,83.66473149,8002,80.19643215,3527,92.76696476,860,6.240928882,760,7.616756865,100,2.630194634,271,1.966618287,256,2.565644418,15,0.394529195,561,4.071117562,519,5.201443175,42,1.104681746,559,4.056603774,441,4.419723391,118,3.103629669,13780,9978,3802,KOČANE
296,20300,10522,9778,3194,3251,19980,98.4,46,0.2,3,0,265,1.3,6,0.03,19912,98.09,8,0.04,4,0.02,11,0.05,0,0,365,1.8,6091,3948,5603,2926,1732,30,19.4,27.6,14.4,8.5,75.8,66.2360689,73.58557915,83.32194122,92.147806,63.6,88.9,56,77.9,58.3,89.3,69.3,96.5,86.8,99.5,8970,91.14001219,5866,88.02521008,3104,97.6714915,437,4.44015444,421,6.317527011,16,0.503461296,101,1.026214184,96,1.44057623,5,0.157331655,244,2.4791709,225,3.37635054,19,0.597860289,90,0.914448283,56,0.840336134,34,1.069855255,9842,6664,3178,KRATOVO
297,40532,20000,20532,6104,6092,39978,98.6,87,0.2,0,0,448,1.1,19,0.047,40042,98.79,15,0.04,13,0.03,22,0.05,10,0.025,430,1.06,13514,7104,9981,5379,4554,33.3,17.5,24.6,13.3,11.2,74.5,62.89414414,70.6642621,82.15281651,91.98506807,53.7,94.1,38.9,86.8,43.4,95,62,97.9,86.1,99,17122,92.65151515,10522,89.27541151,6600,98.59575739,423,2.288961039,402,3.410826404,21,0.313713774,126,0.681818182,117,0.992703207,9,0.13444876,673,3.641774892,642,5.447140675,31,0.463101285,136,0.735930736,103,0.873918208,33,0.492978787,18480,11786,6694,KRIVA PALANKA
298,23570,11678,11892,3844,3943,22114,93.8,21,0.1,0,0,1435,6.1,0,0,20593,87.37,9,0.04,0,0,1,0,1335,5.664,1632,6.92,7718,3925,5651,3628,2648,32.7,16.7,24,15.4,11.2,67.8,49.96178344,65.3158733,76.07497244,88.10422961,52.5,82.1,38.7,61.8,45.9,82.6,57.2,91,79.8,97.3,9215,89.36190846,6010,86.59942363,3205,95.04744958,528,5.120248254,498,7.175792507,30,0.889679715,149,1.444918542,147,2.11815562,2,0.059311981,231,2.240108611,202,2.910662824,29,0.860023725,189,1.832816137,83,1.195965418,106,3.143534994,10312,6940,3372,KRUŠEVO
299,77262,38405,38857,12160,12490,74894,96.9,279,0.4,29,0,1963,2.5,97,0.126,74847,96.87,151,0.2,29,0.04,82,0.11,9,0.012,2144,2.77,25883,11664,23033,11878,4804,33.5,15.1,29.8,15.4,6.2,64.1,50.53155007,61.89814614,72.65532918,86.69858451,42.2,85.2,27.1,74.9,38.8,84.1,50.3,92,76.6,97.1,26869,77.97382396,16896,73.06378378,9973,87.99188283,4610,13.37821759,3793,16.40216216,817,7.208399506,1191,3.456281378,1154,4.99027027,37,0.326451385,804,2.33320758,665,2.875675676,139,1.226398447,985,2.858469485,617,2.668108108,368,3.246867831,34459,23125,11334,LESKOVAC
300,15394,7967,7427,2604,2862,14345,93.2,154,1,1,0,892,5.8,2,0.013,15038,97.69,28,0.18,8,0.05,8,0.05,8,0.052,304,1.97,4741,2753,4296,2235,1369,30.8,17.9,27.9,14.5,8.9,55.1,34.47148565,46.67132216,75.52572707,89.48137327,39.7,71.8,27,41.7,25.6,72.7,57.7,92.5,82,98.3,5593,81.99677467,3790,76.65857605,1803,96.05753863,288,4.222254801,270,5.461165049,18,0.958977091,75,1.099545521,73,1.476537217,2,0.10655301,800,11.72848556,764,15.45307443,36,1.917954182,65,0.952939452,47,0.950647249,18,0.958977091,6821,4944,1877,MALEŠ
301,17416,7991,9425,3061,3031,16297,93.6,28,0.2,0,0,1091,6.3,0,0,16296,93.57,19,0.11,1,0.01,1,0.01,4,0.023,1095,6.29,6424,2375,4901,2478,1238,36.9,13.6,28.1,14.2,7.1,72.3,65.43157895,68.31258927,78.1275222,89.66074313,46.8,91.7,40.4,86.3,37.7,90.1,51.8,96.8,80.4,98.6,6538,86.89526847,3543,81.16838488,2995,94.8084837,399,5.303030303,362,8.293241695,37,1.171256727,101,1.342371079,96,2.199312715,5,0.158277936,213,2.830940989,185,4.238258877,28,0.886356442,273,3.628389155,179,4.100801833,94,2.975625198,7524,4365,3159,MASURICA
302,15891,8369,7522,2493,2583,12984,81.7,59,0.4,0,0,2848,17.9,0,0,12954,81.52,3,0.02,2,0.01,2,0.01,119,0.749,2811,17.69,5217,2075,4685,2550,1364,32.8,13.1,29.5,16,8.6,81.8,71.18072289,79.06083244,88.03921569,95.96774194,70.5,94.7,62,81.5,62.3,96.8,77.9,99.3,93.5,99.8,7030,94.66738486,5010,92.86376274,2020,99.45839488,68,0.915701589,67,1.241890639,1,0.049236829,20,0.269323997,19,0.352177943,1,0.049236829,303,4.080258551,296,5.486561631,7,0.344657804,5,0.067330999,3,0.055607044,2,0.098473658,7426,5395,2031,MORIHOVO
303,12876,6926,5950,2370,2524,7061,54.8,204,1.6,8,0.1,5600,43.5,3,0.023,9940,77.2,69,0.54,79,0.61,11,0.09,127,0.986,2650,20.58,4161,2070,3552,2031,1062,32.3,16.1,27.6,15.8,8.2,73,66.23188406,67.8490991,79.81290005,90.48964218,64.3,83.4,65.2,67.6,56.8,82.2,66.7,92.3,83.9,98.9,4229,83.03553898,3566,81.41552511,663,92.98737728,277,5.43883762,266,6.073059361,11,1.542776999,131,2.572157864,129,2.945205479,2,0.280504909,326,6.40094247,315,7.191780822,11,1.542776999,130,2.552523071,104,2.374429224,26,3.646563815,5093,4380,713,NEGOTIN
304,38383,19250,19133,5662,5782,13090,34.1,392,1,3,0,24894,64.9,4,0.01,13104,34.14,18,0.05,17,0.04,11,0.03,24385,63.531,848,2.21,12947,6578,10202,5590,3066,33.7,17.1,26.6,14.6,8,83.9,76.90787473,81.75847873,88.94454383,96.47749511,74.6,92.6,70.4,84.5,70.1,92.3,78.8,97.4,93,99.5,13146,89.82576016,9874,88.08992774,3272,95.50496205,560,3.826443457,527,4.701579088,33,0.963222417,372,2.541851725,365,3.256311892,7,0.204319907,401,2.740006833,362,3.229547685,39,1.138353765,156,1.06593782,81,0.722633598,75,2.189141856,14635,11209,3426,NERODIMLJE
305,33066,16478,16588,5838,5983,28357,85.8,170,0.5,0,0,4524,13.7,15,0.045,28287,85.55,44,0.13,29,0.09,4,0.01,847,2.562,3855,11.66,10585,5478,8092,5182,3729,32,16.6,24.5,15.7,11.3,68,55.87805769,63.65546218,75.22192204,85.33118799,52.4,82.9,43.5,69.1,45,81,55.3,90,76,96.4,10917,76.32130872,7003,70.55919395,3914,89.38113725,949,6.63450783,898,9.047858942,51,1.164649463,355,2.481823266,348,3.506297229,7,0.159853848,875,6.117170022,813,8.191435768,62,1.415848367,1208,8.445190157,863,8.695214106,345,7.878511076,14304,9925,4379,OHRID
306,21938,11409,10529,3480,3570,16740,76.3,149,0.7,4,0,5044,23,1,0.005,16197,73.83,17,0.08,79,0.36,13,0.06,68,0.31,5564,25.36,6805,3838,6224,3356,1715,31,17.5,28.4,15.3,7.8,78.9,67.11829078,76.9440874,87.6340882,95.6851312,69.1,89.8,60.8,74.3,63,92.2,77.2,98.1,93,99.2,9329,92.0382794,6517,89.66703357,2812,98.0474198,346,3.413575375,322,4.430379747,24,0.836820084,115,1.13456985,115,1.582278481,0,0,335,3.305051302,306,4.210236654,29,1.011157601,11,0.108524073,8,0.110071547,3,0.10460251,10136,7268,2868,OVČEPOLJE
307,55364,26798,28566,9505,9579,53476,96.6,225,0.4,1,0,1654,3,8,0.014,53644,96.89,121,0.22,18,0.03,11,0.02,49,0.089,1521,2.75,17725,8011,16149,8746,4733,32,14.5,29.2,15.8,8.5,69.3,59.19360879,64.87708217,75.47450263,89.94295373,47.4,89,36.9,80.8,40,87.7,53,93.3,81.2,98,7705,96.7721678,5050,95.37299339,2655,99.55005624,85,1.067570962,83,1.567516525,2,0.074990626,22,0.276312484,22,0.415486308,0,0,134,1.682994223,128,2.417374882,6,0.224971879,16,0.200954534,12,0.226628895,4,0.149981252,7962,5295,2667,PČINJA
308,16220,8118,8102,2146,2124,2539,15.7,123,0.8,0,0,13558,83.6,0,0,2553,15.74,4,0.02,1,0.01,0,0,13558,83.588,104,0.64,5396,2686,4504,2587,1047,33.3,16.6,27.8,15.9,6.5,92.7,87.23008191,92.25133215,96.5983765,98.66284623,86.6,98.3,79.9,95.6,85,98.6,93.2,99.7,97.2,99.8,5297,96.34412514,4542,95.98478445,755,98.56396867,45,0.818479447,42,0.887573964,3,0.391644909,32,0.582029829,31,0.655114117,1,0.130548303,107,1.946162241,103,2.176669484,4,0.522193211,17,0.309203347,14,0.295857988,3,0.391644909,5498,4732,766,PODGORA
309,22838,11097,11741,3729,3758,22546,98.7,24,0.1,0,0,267,1.2,1,0.004,22535,98.67,9,0.04,5,0.02,7,0.03,0,0,282,1.23,7666,3287,6851,3412,1622,33.6,14.4,30,14.9,7.1,73.4,64.46607849,69.6540651,80.36342321,92.97163995,49.9,94.5,39.1,88.5,42.6,94.4,57.3,98,86.7,99.4,9872,92.42580283,5935,89.28840078,3937,97.59543877,250,2.340604812,222,3.339852565,28,0.694100149,182,1.703960303,176,2.647811043,6,0.148735746,243,2.275067878,232,3.490296374,11,0.272682201,134,1.254564179,82,1.233639236,52,1.289043133,10681,6647,4034,POLJANICA
310,18740,9142,9598,3209,3237,13610,72.6,10,0.1,0,0,5119,27.3,1,0.005,17015,90.8,7,0.04,1,0.01,3,0.02,1581,8.436,133,0.71,6421,3144,4612,2731,1832,34.3,16.8,24.6,14.6,9.8,77.6,63.42239186,76.30095403,85.35335042,93.39519651,62.7,90.7,53.1,73.6,57.1,93.3,66.6,98.9,87.3,99.5,7705,96.7721678,5050,95.37299339,2655,99.55005624,85,1.067570962,83,1.567516525,2,0.074990626,22,0.276312484,22,0.415486308,0,0,134,1.682994223,128,2.417374882,6,0.224971879,16,0.200954534,12,0.226628895,4,0.149981252,7962,5295,2667,POREČ
311,44405,22167,22238,6834,7086,23706,53.4,49,0.1,0,0,20646,46.5,4,0.009,23722,53.42,19,0.04,6,0.01,5,0.01,17305,38.971,3348,7.54,15148,7244,11547,6426,4040,34.1,16.3,26,14.5,9.1,80.4,67.39370514,77.70849571,89.37130408,96.85643564,65.8,94.3,51.5,85.1,58.2,94.9,78.4,99.1,94,99.7,16121,91.70079636,11637,90.09057831,4484,96.16126957,783,4.453924915,668,5.171479446,115,2.466223461,261,1.484641638,253,1.958659131,8,0.171563371,325,1.848691695,301,2.330262445,24,0.514690114,90,0.511945392,58,0.44902067,32,0.686253485,17580,12917,4663,PREŠEVO
312,21631,10320,11311,3905,4105,16823,77.8,62,0.3,1,0,4737,21.9,8,0.037,16195,74.87,10,0.05,14,0.06,3,0.01,1841,8.511,3568,16.49,7129,3169,5318,3414,2601,33,14.7,24.6,15.8,12,61,38.56106027,55.97969161,72.55418864,83.62168397,40.5,78.6,26.6,51.8,29.7,76.2,46.1,90.5,71,96.7,7884,82.27927364,4681,74.68091895,3203,96.65057333,726,7.576706324,705,11.24760689,21,0.633675317,214,2.233354206,212,3.382259094,2,0.06035003,499,5.207681069,469,7.482450542,30,0.905250453,259,2.702984763,201,3.206764518,58,1.750150875,9582,6268,3314,PRESPA
313,54480,27996,26484,9522,10078,46296,85,216,0.4,17,0,7929,14.6,22,0.04,46419,85.2,88,0.16,43,0.08,20,0.04,1114,2.045,6796,12.47,16982,8568,14099,8780,6051,31.2,15.7,25.9,16.1,11.1,61.5,39.7875817,56.78416909,73.24601367,85.96926128,47.8,76,30.3,50.1,40.3,74.3,55.1,89.5,77.6,96.9,17639,75.97777395,12689,71.4068655,4950,90.89239809,3017,12.99534804,2806,15.79065841,211,3.874403232,1071,4.613197795,1059,5.959482273,12,0.220345207,845,3.63973122,764,4.299380979,81,1.487330151,644,2.773949001,452,2.543612831,192,3.52552332,23216,17770,5446,PRILEP
314,19461,9736,9725,3583,3672,11467,58.9,57,0.3,2,0,7814,40.2,121,0.622,11509,59.14,20,0.1,5,0.03,2,0.01,40,0.206,7885,40.52,6525,3418,5399,2760,1359,33.5,17.6,27.7,14.2,7,80.4,73.08367466,77.92183738,87.57246377,94.33406917,72,88.8,69.7,76.6,67,89.2,77,96.8,89,99.4,6856,87.46013522,4985,85.30116359,1871,93.78446115,353,4.503125399,335,5.732375086,18,0.902255639,98,1.250159459,92,1.574264203,6,0.30075188,273,3.482587065,247,4.226557153,26,1.303258145,259,3.303992856,185,3.165639973,74,3.709273183,7839,5844,1995,RADOVIŠTE
315,46154,22905,23249,7815,8012,10256,22.2,3432,7.4,14,0,32429,70.3,23,0.05,16563,35.89,66,0.14,79,0.17,33,0.07,19500,42.25,9913,21.48,15065,6811,12879,7433,3966,32.6,14.8,27.9,16.1,8.6,77.4,68.69769491,74.12842612,83.11583479,92.25920323,63.4,90.6,58.3,80.7,56.9,89.6,68.8,95.7,84.6,99.1,10615,63.66198872,8417,60.85604801,2198,77.31269785,2242,13.44608372,2038,14.73501554,204,7.175518818,816,4.893846707,788,5.69734654,28,0.984875132,1569,9.409859662,1485,10.73675078,84,2.954625396,1432,8.588221183,1103,7.974839129,329,11.5722828,16674,13831,2843,ŠAR-PLANINA
316,128052,67593,60459,18643,22372,70592,55.1,3720,2.9,102,0.1,50845,39.7,2793,2.181,76586,59.81,1047,0.82,574,0.45,409,0.32,25132,19.626,24304,18.98,36031,21034,40274,20195,10518,28.1,16.4,31.5,15.8,8.2,59.7,49.03965009,52.57486219,69.91829661,88.71458452,48.4,72.8,43.2,55.4,39.5,68.7,54.9,85.4,82.4,95.6,31147,53.3530893,20842,46.78233934,10305,74.52270755,9072,15.53983453,8004,17.96592669,1068,7.723459647,5596,9.585638671,5257,11.7999596,339,2.451547585,7927,13.57851282,7177,16.10962717,750,5.423777842,4637,7.942924682,3271,7.342147202,1366,9.878507376,58379,44551,13828,SKOPLJE
317,19892,10525,9367,3471,3863,12572,63.2,488,2.5,16,0.1,6181,31.1,635,3.192,12416,62.42,87,0.44,142,0.71,65,0.33,44,0.221,7138,35.88,5664,3301,6271,3050,1606,28.5,16.6,31.5,15.3,8.1,58,47.5310512,50.35879445,71.27868852,84.55790785,45.4,72.7,44.3,50.9,36.7,69.6,52.7,88.5,73.9,95.8,3744,46.17661569,2939,42.23914918,805,70,1437,17.72323631,1333,19.15780397,104,9.043478261,720,8.880118402,695,9.988502443,25,2.173913043,1631,20.11593488,1561,22.43460765,70,6.086956522,576,7.104094721,430,6.179936763,146,12.69565217,8108,6958,1150,ŠTIP
318,28055,13241,14814,5373,5425,15610,55.6,50,0.2,1,0,12393,44.2,1,0.004,17446,62.18,13,0.05,1,0,3,0.01,8219,29.296,2373,8.46,9564,4071,7350,4478,2592,34.1,14.5,26.2,16,9.2,68.4,55.63743552,66.43537415,74.36355516,83.48765432,49.2,84,47.2,64.6,45.3,83.2,46.3,92.2,67.1,97.8,8051,77.13902462,5359,70.15316141,2692,96.2115797,1362,13.04972693,1341,17.55465375,21,0.750536097,253,2.424068219,250,3.27267967,3,0.107219442,552,5.288876114,514,6.728629402,38,1.358112938,219,2.09830411,175,2.290875769,44,1.572551823,10437,7639,2798,STRUGA
319,38996,20160,18836,6727,7165,30429,78,290,0.7,16,0,6582,16.9,1679,4.306,32330,82.91,89,0.23,18,0.05,30,0.08,57,0.146,6472,16.6,11982,6728,11034,6021,3231,30.7,17.3,28.3,15.4,8.3,65.7,55.0980975,57.88471996,79.12306926,89.04363974,50.6,81.9,46.4,64.3,39.8,79.8,61.6,94.9,79.7,98.9,13530,78.80941286,9407,73.83250922,4123,93.13304721,1381,8.044035415,1249,9.802998195,132,2.981703185,457,2.661929171,446,3.500510164,11,0.248475265,1467,8.544967381,1421,11.15297072,46,1.039078383,333,1.939655172,218,1.711011695,115,2.597695957,17168,12741,4427,STRUMICA
320,42236,21922,20314,7921,8184,29884,70.8,308,0.7,32,0.1,11998,28.4,14,0.033,34857,82.53,96,0.23,86,0.2,47,0.11,1644,3.892,5506,13.04,12704,6897,12110,6525,4000,30.1,16.3,28.7,15.4,9.5,64.7,48.65883718,60.30553262,75.49425287,88.1,49.7,79.1,43,55.1,43.5,79,57.2,92,80.3,97.4,12737,67.47721975,8771,62.05603509,3966,83.63559679,2086,11.05107014,1936,13.6974671,150,3.163222269,697,3.692519602,680,4.811093816,17,0.358498524,1276,6.75990676,1183,8.369888213,93,1.961197807,2080,11.01928375,1564,11.06551578,516,10.88148461,18876,14134,4742,VELES
321,48196,22659,25537,7938,7924,48122,99.8,42,0.1,1,0,26,0.1,5,0.01,47958,99.51,44,0.09,11,0.02,1,0,6,0.012,176,0.37,17799,6622,13773,6991,3011,36.9,13.7,28.6,14.5,6.2,70.5,58.743582,68.7431932,77.64268345,88.0106277,47,89.7,34.8,80,42.9,89.7,53.8,94.9,77.2,98,18556,89.3403948,10592,84.11689962,7964,97.38322328,1484,7.144920558,1390,11.03875476,94,1.149425287,307,1.478093404,300,2.382465057,7,0.0855955,309,1.487722677,262,2.08068615,47,0.574712644,114,0.54886856,48,0.381194409,66,0.807043287,20770,12592,8178,VLASOTINCI
322,66501,33994,32507,10107,10864,47323,71.2,351,0.5,20,0,18777,28.2,30,0.045,47451,71.35,70,0.11,42,0.06,40,0.06,13485,20.278,5413,8.14,21369,11663,17454,9924,6091,32.1,17.5,26.2,14.9,9.2,71.4,58.33833491,67.12501432,81.04594921,93.08816286,56.6,86.8,44.7,73.5,47.7,86.3,65.7,95.6,88.4,98.7,23588,81.36879506,15895,76.56182265,7693,93.49781235,2450,8.451481596,2217,10.67867636,233,2.831793875,954,3.290903446,929,4.474736284,25,0.303840544,1206,4.160198696,1125,5.418814123,81,0.984443364,791,2.728621201,595,2.86595058,196,2.382109869,28989,20761,8228,ŽEGLIGOVO
323,98002,50671,47331,14432,15935,58730,59.9,26696,27.2,256,0.3,11030,11.3,1290,1.316,92684,94.57,2440,2.49,109,0.11,1511,1.54,55,0.056,1203,1.23,33277,16290,29986,13684,4765,34,16.6,30.6,14,4.9,63.1,51.14180479,61.73881145,73.13650979,83.46274921,52.3,74.9,40.4,62.3,48.1,76.8,65.5,81.4,79.2,88.7,33497,76.08804289,22329,72.31830548,11168,84.94067539,4116,9.349445757,3480,11.27089001,636,4.837237603,1477,3.354988188,1272,4.119704625,205,1.559172498,3355,7.620843176,2781,9.006995725,574,4.365682994,1579,3.586679993,1014,3.284104159,565,4.297231518,44024,30876,13148,BANJA LUKA
324,39309,19169,20140,6493,6958,17178,43.7,7999,20.3,5,0,13962,35.5,165,0.42,39104,99.48,71,0.18,4,0.01,45,0.11,3,0.008,82,0.21,13533,6142,11097,5994,2543,34.4,15.6,28.2,15.2,6.5,66.7,50.35818951,65.32396143,77.12712713,88.04561541,51.8,80.5,35.8,65.3,48.2,80.2,62.8,89.6,80.9,95.6,15592,89.00559425,9716,86.34909349,5876,93.77593361,707,4.035848841,640,5.687877711,67,1.069262688,361,2.060737527,316,2.80838962,45,0.718161507,493,2.814248202,364,3.234980448,129,2.058729652,365,2.083571184,216,1.919658727,149,2.377912544,17518,11252,6266,BIHAĆ
325,33129,16485,16644,5485,5565,28121,84.9,1641,5,302,0.9,3039,9.2,26,0.078,32726,98.78,61,0.18,8,0.02,317,0.96,5,0.015,12,0.04,11919,5350,9360,4902,1598,36,16.1,28.3,14.8,4.8,73.1,61.10280374,71.97649573,83.02733578,89.11138924,57.2,88.3,41.6,81.2,54.2,88,71.5,94.4,82.8,95.6,12822,91.45506419,8519,89.89131582,4303,94.71714726,548,3.908701854,483,5.096549541,65,1.430772617,354,2.524964337,302,3.186662446,52,1.144618094,152,1.084165478,111,1.171256727,41,0.902487343,144,1.027104137,62,0.654215469,82,1.804974686,14020,9477,4543,BOSANSKA DUBICA
326,57235,28820,28415,9912,10082,39621,69.2,8682,15.2,980,1.7,7335,12.8,617,1.078,52310,91.4,1920,3.35,108,0.19,2758,4.82,3,0.005,136,0.24,20534,9807,16729,7760,2405,35.9,17.1,29.2,13.6,4.2,65.3,55.05251351,64.37922171,74.3556701,84.49064449,51.6,79,39.7,69.8,49.6,79.6,62.9,85.8,78,90.8,21299,88.5282015,14472,86.00974682,6827,94.3868381,1327,5.515607465,1164,6.917865209,163,2.253560072,677,2.81391579,598,3.554023535,79,1.092216231,371,1.542042479,276,1.640318555,95,1.313424582,385,1.600232761,316,1.878045881,69,0.953961012,24059,16826,7233,BOSANSKA GRADIŠKA
327,46946,23735,23211,6998,7045,31502,67.1,347,0.7,3,0,15087,32.1,7,0.015,46898,99.9,24,0.05,8,0.02,9,0.02,1,0.002,6,0.01,17390,7035,13853,6353,2315,37,15,29.5,13.5,4.9,77.1,64.06538735,77.12408865,85.36124666,93.30453564,62.4,92,48.7,79.8,59.4,94.4,73.3,97.8,88.8,99.3,19705,94.6809533,12885,93.19398235,6820,97.62381907,421,2.02287142,387,2.799074208,34,0.486687661,250,1.20123006,217,1.569506726,33,0.472373318,211,1.01383817,171,1.236800231,40,0.572573719,225,1.081107054,166,1.200636482,59,0.844546235,20812,13826,6986,BOSANSKA KRUPA
328,38737,19533,19204,5945,6171,30694,79.2,1861,4.8,5,0,6110,15.8,67,0.173,38220,98.67,414,1.07,7,0.02,74,0.19,0,0,22,0.06,13830,6155,11532,5400,1820,35.7,15.9,29.8,13.9,4.7,64.8,57.56295695,63.90912244,70.5,78.40659341,51.8,77.9,45.7,69.5,48.9,78.4,57.7,83.6,71.7,85.9,15120,88.18383296,9998,85.26351697,5122,94.50184502,1033,6.0247288,957,8.161350844,76,1.402214022,438,2.554531669,391,3.334470408,47,0.867158672,294,1.714685641,229,1.952925124,65,1.199261993,261,1.522220926,151,1.287736654,110,2.029520295,17146,11726,5420,BOSANSKI NOVI
329,32557,16205,16352,4869,5160,24647,75.7,1579,4.8,5,0,6298,19.3,28,0.086,32438,99.63,59,0.18,4,0.01,46,0.14,2,0.006,8,0.02,12130,5195,8977,4219,2036,37.3,16,27.6,13,6.3,74.2,58.20981713,74.92480784,83.52690211,91.99410609,59.4,88.2,44,73.1,56.6,91.1,70.8,95.2,86.6,98.3,12575,90.47413483,8017,88.08922096,4558,94.9979158,773,5.561551191,641,7.043182068,132,2.751146311,233,1.676379596,213,2.340402154,20,0.41684035,218,1.568458162,173,1.900890012,45,0.937890788,100,0.719476221,57,0.626304802,43,0.896206753,13899,9101,4798,BOSANSKI PETROVAC
330,26118,12887,13231,3614,3807,24644,94.4,1419,5.4,6,0,48,0.2,1,0.004,26034,99.68,55,0.21,4,0.02,21,0.08,3,0.011,1,0,9397,4438,6974,3471,1838,36,17,26.7,13.3,7,76.7,69.0851735,73.74533983,82.54105445,95.04896627,59,93.2,45.6,90,51.1,92.9,68.6,96.2,92.7,98.4,10844,91.93726155,6549,88.39249561,4295,97.9252166,571,4.841034337,549,7.40990687,22,0.501595987,225,1.907587961,195,2.631934134,30,0.683994528,120,1.017380246,94,1.268727224,26,0.592795258,35,0.296735905,22,0.296936159,13,0.296397629,11795,7409,4386,BOSANSKO GRAHOVO
